sensorId,time,lapId,units,sensorValue,session
tempFrontRight,16:11:22.207,17,degreeCel,20.31477,R1
tempFrontRight,16:11:22.208,17,degreeCel,20.13366,R1
tempBackRight,16:11:22.211,17,degreeCel,20.96681,R1
tempFrontRight,16:11:22.231,17,degreeCel,20.12328,R1
tempBackLeft,16:11:22.237,17,degreeCel,20.99168,R1
tempFrontLeft,16:11:22.251,17,degreeCel,20.10269,R1
tempFrontRight,16:11:22.258,17,degreeCel,20.02626,R1
tempFrontRight,16:11:22.264,17,degreeCel,20.99847,R1
tempFrontLeft,16:11:22.295,17,degreeCel,20.40705,R1
tempBackLeft,16:11:22.304,17,degreeCel,20.43833,R1
tempBackLeft,16:11:22.311,17,degreeCel,20.66168,R1
tempBackLeft,16:11:22.313,17,degreeCel,20.95145,R1
tempFrontRight,16:11:22.315,17,degreeCel,20.65058,R1
tempFrontLeft,16:11:22.318,18,degreeCel,20.00127,R1
tempBackLeft,16:11:22.351,18,degreeCel,20.51359,R1
tempFrontRight,16:11:22.353,18,degreeCel,20.29601,R1
tempFrontRight,16:11:22.359,18,degreeCel,20.64942,R1
tempFrontRight,16:11:22.369,18,degreeCel,20.53468,R1
tempBackLeft,16:11:22.369,18,degreeCel,20.75884,R1
tempBackRight,16:11:22.381,18,degreeCel,20.46192,R1
tempBackLeft,16:11:22.412,18,degreeCel,20.93042,R1
tempBackLeft,16:11:22.413,18,degreeCel,20.17457,R1
tempBackLeft,16:11:22.449,18,degreeCel,20.99985,R1
tempBackLeft,16:11:22.450,18,degreeCel,20.75497,R1
tempBackLeft,16:11:22.481,18,degreeCel,20.08715,R1
tempBackLeft,16:11:22.481,18,degreeCel,20.0389,R1
tempFrontRight,16:11:22.495,18,degreeCel,20.97371,R1
tempFrontLeft,16:11:22.497,18,degreeCel,20.47863,R1
tempBackLeft,16:11:22.498,18,degreeCel,20.96679,R1
tempFrontRight,16:11:22.523,18,degreeCel,20.49663,R1
tempBackLeft,16:11:22.541,18,degreeCel,20.22986,R1
tempFrontLeft,16:11:22.542,18,degreeCel,20.31276,R1
tempBackLeft,16:11:22.561,18,degreeCel,20.97983,R1
tempFrontLeft,16:11:22.567,18,degreeCel,20.80593,R1
tempBackRight,16:11:22.584,18,degreeCel,20.98169,R1
tempBackLeft,16:11:22.594,18,degreeCel,20.13643,R1
tempFrontLeft,16:11:22.635,18,degreeCel,20.002,R1
tempFrontRight,16:11:22.648,18,degreeCel,20.97035,R1
tempFrontLeft,16:11:22.651,18,degreeCel,20.9757,R1
tempFrontLeft,16:11:22.694,18,degreeCel,20.27557,R1
tempFrontRight,16:11:22.698,18,degreeCel,20.99663,R1
tempFrontRight,16:11:22.705,18,degreeCel,20.67037,R1
tempFrontRight,16:11:22.710,18,degreeCel,20.33052,R1
tempFrontLeft,16:11:22.724,18,degreeCel,20.65815,R1
tempFrontLeft,16:11:22.735,18,degreeCel,20.36261,R1
tempFrontRight,16:11:22.764,18,degreeCel,20.51768,R1
tempBackLeft,16:11:22.775,18,degreeCel,20.68042,R1
tempBackRight,16:11:22.819,18,degreeCel,20.97032,R1
tempBackRight,16:11:22.835,18,degreeCel,20.28304,R1
tempFrontLeft,16:11:22.848,18,degreeCel,20.9798,R1
tempBackRight,16:11:22.860,18,degreeCel,20.72129,R1
tempBackRight,16:11:22.868,18,degreeCel,20.4186,R1
tempBackRight,16:11:22.901,18,degreeCel,20.15877,R1
tempFrontRight,16:11:22.908,18,degreeCel,20.25985,R1
tempFrontLeft,16:11:22.909,18,degreeCel,20.00463,R1
tempFrontLeft,16:11:22.916,18,degreeCel,20.72329,R1
tempFrontLeft,16:11:22.926,18,degreeCel,20.61449,R1
tempFrontLeft,16:11:22.956,18,degreeCel,20.39271,R1
tempFrontLeft,16:11:22.964,18,degreeCel,20.62484,R1
tempBackLeft,16:11:22.970,18,degreeCel,20.61848,R1
tempBackRight,16:11:23.018,18,degreeCel,20.99743,R1
tempBackRight,16:11:23.042,18,degreeCel,20.25958,R1
tempBackLeft,16:11:23.051,18,degreeCel,20.3373,R1
tempBackRight,16:11:23.056,18,degreeCel,20.32339,R1
tempBackLeft,16:11:23.061,18,degreeCel,20.66898,R1
tempFrontLeft,16:11:23.067,18,degreeCel,20.6568,R1
tempFrontRight,16:11:23.081,18,degreeCel,20.4265,R1
tempFrontLeft,16:11:23.085,18,degreeCel,20.13204,R1
tempBackLeft,16:11:23.106,18,degreeCel,20.90152,R1
tempBackLeft,16:11:23.137,18,degreeCel,20.70676,R1
tempBackLeft,16:11:23.141,18,degreeCel,20.42676,R1
tempFrontLeft,16:11:23.167,18,degreeCel,20.21484,R1
tempBackLeft,16:11:23.242,18,degreeCel,20.41733,R1
tempFrontLeft,16:11:23.297,18,degreeCel,20.61329,R1
tempBackRight,16:11:23.314,18,degreeCel,20.18172,R1
tempBackLeft,16:11:23.315,18,degreeCel,20.42708,R1
tempBackRight,16:11:23.318,18,degreeCel,20.92567,R1
tempFrontRight,16:11:23.339,18,degreeCel,20.52429,R1
tempBackLeft,16:11:23.354,18,degreeCel,20.45301,R1
tempBackLeft,16:11:23.403,18,degreeCel,20.7171,R1
tempFrontLeft,16:11:23.422,18,degreeCel,20.25372,R1
tempBackLeft,16:11:23.450,18,degreeCel,20.5632,R1
tempBackLeft,16:11:23.450,18,degreeCel,20.34595,R1
tempBackLeft,16:11:23.475,18,degreeCel,20.01336,R1
tempBackRight,16:11:23.477,18,degreeCel,20.73598,R1
tempFrontRight,16:11:23.478,18,degreeCel,20.99643,R1
tempFrontRight,16:11:23.479,18,degreeCel,20.043,R1
tempFrontLeft,16:11:23.489,18,degreeCel,20.29963,R1
tempFrontLeft,16:11:23.503,18,degreeCel,20.76539,R1
tempBackRight,16:11:23.509,18,degreeCel,20.76495,R1
tempFrontLeft,16:11:23.519,18,degreeCel,20.74781,R1
tempBackLeft,16:11:23.552,18,degreeCel,20.6503,R1
tempFrontLeft,16:11:23.553,18,degreeCel,20.01926,R1
tempBackRight,16:11:23.619,18,degreeCel,20.0506,R1
tempBackRight,16:11:23.645,18,degreeCel,20.00026,R1
tempBackLeft,16:11:23.664,18,degreeCel,20.7812,R1
tempBackRight,16:11:23.675,18,degreeCel,20.01636,R1
tempFrontRight,16:11:23.698,18,degreeCel,20.37277,R1
tempFrontRight,16:11:23.723,18,degreeCel,20.55536,R1
tempFrontLeft,16:11:23.743,18,degreeCel,20.61568,R1
tempBackRight,16:11:23.749,18,degreeCel,20.9056,R1
tempBackRight,16:11:23.757,18,degreeCel,20.85769,R1
tempBackLeft,16:11:23.776,18,degreeCel,20.32721,R1
tempFrontLeft,16:11:23.784,18,degreeCel,20.99997,R1
tempBackLeft,16:11:23.798,18,degreeCel,20.02702,R1
tempFrontLeft,16:11:23.808,18,degreeCel,20.84895,R1
tempBackRight,16:11:23.816,18,degreeCel,20.33353,R1
tempBackLeft,16:11:23.829,18,degreeCel,20.56567,R1
tempFrontRight,16:11:23.831,18,degreeCel,20.94119,R1
tempFrontLeft,16:11:23.845,18,degreeCel,20.52017,R1
tempBackRight,16:11:23.865,18,degreeCel,20.02908,R1
tempFrontRight,16:11:23.869,18,degreeCel,20.14783,R1
tempFrontRight,16:11:23.870,18,degreeCel,20.00012,R1
tempFrontRight,16:11:23.902,18,degreeCel,20.00016,R1
tempFrontRight,16:11:23.917,18,degreeCel,20.13286,R1
tempFrontLeft,16:11:23.928,18,degreeCel,20.00348,R1
tempFrontLeft,16:11:23.965,18,degreeCel,20.91681,R1
tempBackLeft,16:11:23.967,18,degreeCel,20.17736,R1
tempFrontRight,16:11:23.979,18,degreeCel,20.20665,R1
tempBackLeft,16:11:23.993,18,degreeCel,20.85155,R1
tempBackLeft,16:11:24.006,18,degreeCel,20.33422,R1
tempFrontLeft,16:11:24.027,18,degreeCel,20.59944,R1
tempFrontRight,16:11:24.033,18,degreeCel,20.66617,R1
tempBackLeft,16:11:24.045,18,degreeCel,20.99847,R1
tempFrontLeft,16:11:24.054,18,degreeCel,20.71469,R1
tempBackRight,16:11:24.065,18,degreeCel,20.95112,R1
tempBackLeft,16:11:24.079,18,degreeCel,20.98745,R1
tempFrontRight,16:11:24.080,18,degreeCel,20.85779,R1
tempFrontLeft,16:11:24.081,18,degreeCel,20.09392,R1
tempBackRight,16:11:24.094,18,degreeCel,20.72936,R1
tempFrontRight,16:11:24.098,18,degreeCel,20.96029,R1
tempFrontLeft,16:11:24.126,18,degreeCel,20.29119,R1
tempBackLeft,16:11:24.131,18,degreeCel,20.3892,R1
tempFrontLeft,16:11:24.136,18,degreeCel,20.12001,R1
tempBackRight,16:11:24.136,18,degreeCel,20.35606,R1
tempBackLeft,16:11:24.169,18,degreeCel,20.86931,R1
tempFrontRight,16:11:24.185,18,degreeCel,20.0585,R1
tempFrontLeft,16:11:24.191,18,degreeCel,20.71065,R1
tempFrontRight,16:11:24.210,18,degreeCel,20.31867,R1
tempFrontLeft,16:11:24.221,18,degreeCel,20.00828,R1
tempFrontRight,16:11:24.246,18,degreeCel,20.91429,R1
tempFrontLeft,16:11:24.254,18,degreeCel,20.03748,R1
tempFrontLeft,16:11:24.257,18,degreeCel,20.05344,R1
tempBackLeft,16:11:24.298,18,degreeCel,20.48366,R1
tempFrontLeft,16:11:24.340,18,degreeCel,20.78814,R1
tempBackRight,16:11:24.343,18,degreeCel,20.01109,R1
tempFrontRight,16:11:24.347,18,degreeCel,20.18198,R1
tempBackRight,16:11:24.351,18,degreeCel,20.49542,R1
tempBackRight,16:11:24.363,18,degreeCel,20.0629,R1
tempBackRight,16:11:24.386,18,degreeCel,20.16375,R1
tempFrontLeft,16:11:24.398,18,degreeCel,20.99998,R1
tempBackRight,16:11:24.407,18,degreeCel,20.32137,R1
tempBackLeft,16:11:24.415,18,degreeCel,20.38535,R1
tempBackRight,16:11:24.439,18,degreeCel,20.09229,R1
tempFrontLeft,16:11:24.490,18,degreeCel,20.57971,R1
tempBackLeft,16:11:24.490,18,degreeCel,20.52986,R1
tempBackLeft,16:11:24.528,18,degreeCel,20.41694,R1
tempFrontRight,16:11:24.534,18,degreeCel,20.7464,R1
tempFrontRight,16:11:24.540,18,degreeCel,20.99756,R1
tempBackLeft,16:11:24.545,18,degreeCel,20.01993,R1
tempFrontRight,16:11:24.547,18,degreeCel,20.75885,R1
tempFrontLeft,16:11:24.582,18,degreeCel,20.88127,R1
tempFrontRight,16:11:24.591,18,degreeCel,20.62392,R1
tempBackRight,16:11:24.613,18,degreeCel,20.45682,R1
tempBackLeft,16:11:24.628,18,degreeCel,20.97625,R1
tempFrontLeft,16:11:24.654,18,degreeCel,20.84133,R1
tempFrontLeft,16:11:24.659,18,degreeCel,20.66149,R1
tempBackLeft,16:11:24.669,18,degreeCel,20.08667,R1
tempBackLeft,16:11:24.673,18,degreeCel,20.11191,R1
tempFrontLeft,16:11:24.679,18,degreeCel,20.28865,R1
tempFrontRight,16:11:24.686,18,degreeCel,20.18002,R1
tempBackRight,16:11:24.701,18,degreeCel,20.45209,R1
tempFrontLeft,16:11:24.719,18,degreeCel,20.65485,R1
tempBackRight,16:11:24.730,18,degreeCel,20.1289,R1
tempFrontRight,16:11:24.734,18,degreeCel,20.62314,R1
tempBackLeft,16:11:24.754,18,degreeCel,20.17007,R1
tempBackLeft,16:11:24.761,18,degreeCel,20.74434,R1
tempBackLeft,16:11:24.762,18,degreeCel,20.62381,R1
tempFrontRight,16:11:24.782,18,degreeCel,20.49926,R1
tempBackRight,16:11:24.783,18,degreeCel,20.43838,R1
tempBackRight,16:11:24.786,18,degreeCel,20.78505,R1
tempFrontLeft,16:11:24.807,18,degreeCel,20.76383,R1
tempBackLeft,16:11:24.811,18,degreeCel,20.5386,R1
tempFrontRight,16:11:24.817,18,degreeCel,20.66154,R1
tempFrontLeft,16:11:24.825,18,degreeCel,20.24168,R1
tempFrontRight,16:11:24.846,18,degreeCel,20.50684,R1
tempBackRight,16:11:24.858,18,degreeCel,20.40934,R1
tempBackRight,16:11:24.880,18,degreeCel,20.79555,R1
tempFrontRight,16:11:24.894,18,degreeCel,20.0671,R1
tempFrontLeft,16:11:24.896,18,degreeCel,20.06308,R1
tempFrontLeft,16:11:24.924,18,degreeCel,20.29074,R1
tempFrontLeft,16:11:24.950,18,degreeCel,20.34705,R1
tempFrontRight,16:11:24.953,18,degreeCel,20.7079,R1
tempFrontRight,16:11:24.958,18,degreeCel,20.93994,R1
tempFrontRight,16:11:24.962,18,degreeCel,20.23747,R1
tempBackLeft,16:11:24.996,18,degreeCel,20.02024,R1
tempFrontLeft,16:11:25.003,18,degreeCel,20.5476,R1
tempBackRight,16:11:25.009,18,degreeCel,20.1178,R1
tempFrontRight,16:11:25.027,18,degreeCel,20.55329,R1
tempFrontRight,16:11:25.027,18,degreeCel,20.89965,R1
tempBackLeft,16:11:25.028,18,degreeCel,20.49293,R1
tempFrontLeft,16:11:25.028,18,degreeCel,20.47821,R1
tempFrontLeft,16:11:25.064,18,degreeCel,20.99391,R1
tempFrontRight,16:11:25.067,18,degreeCel,20.51025,R1
tempFrontLeft,16:11:25.071,18,degreeCel,20.72955,R1
tempBackLeft,16:11:25.083,18,degreeCel,20.04065,R1
tempFrontRight,16:11:25.094,18,degreeCel,20.77344,R1
tempFrontLeft,16:11:25.113,18,degreeCel,20.7409,R1
tempFrontLeft,16:11:25.115,18,degreeCel,20.93227,R1
tempBackLeft,16:11:25.128,18,degreeCel,20.19708,R1
tempFrontRight,16:11:25.161,18,degreeCel,20.1661,R1
tempFrontRight,16:11:25.171,18,degreeCel,20.0289,R1
tempBackRight,16:11:25.220,18,degreeCel,20.94849,R1
tempBackLeft,16:11:25.230,18,degreeCel,20.82397,R1
tempFrontRight,16:11:25.233,18,degreeCel,20.90066,R1
tempBackLeft,16:11:25.240,18,degreeCel,20.94864,R1
tempFrontLeft,16:11:25.247,18,degreeCel,20.4597,R1
tempFrontLeft,16:11:25.303,18,degreeCel,20.50024,R1
tempFrontLeft,16:11:25.313,18,degreeCel,20.9996,R1
tempBackRight,16:11:25.316,18,degreeCel,20.40294,R1
tempFrontLeft,16:11:25.343,18,degreeCel,20.04954,R1
tempFrontLeft,16:11:25.344,18,degreeCel,20.79633,R1
tempBackRight,16:11:25.352,18,degreeCel,20.06587,R1
tempFrontRight,16:11:25.359,18,degreeCel,20.81001,R1
tempFrontRight,16:11:25.367,18,degreeCel,20.23318,R1
tempBackLeft,16:11:25.369,18,degreeCel,20.12331,R1
tempFrontLeft,16:11:25.380,18,degreeCel,20.12256,R1
tempFrontLeft,16:11:25.414,18,degreeCel,20.03215,R1
tempFrontRight,16:11:25.439,18,degreeCel,20.78633,R1
tempBackRight,16:11:25.455,18,degreeCel,20.08139,R1
tempBackLeft,16:11:25.460,18,degreeCel,20.23667,R1
tempFrontLeft,16:11:25.462,18,degreeCel,20.77939,R1
tempBackLeft,16:11:25.468,18,degreeCel,20.04147,R1
tempBackRight,16:11:25.481,18,degreeCel,20.00451,R1
tempBackLeft,16:11:25.495,18,degreeCel,20.44631,R1
tempFrontRight,16:11:25.515,18,degreeCel,20.00086,R1
tempFrontLeft,16:11:25.533,18,degreeCel,20.13101,R1
tempFrontLeft,16:11:25.545,18,degreeCel,20.87948,R1
tempFrontRight,16:11:25.549,18,degreeCel,20.52412,R1
tempBackRight,16:11:25.561,18,degreeCel,20.3554,R1
tempFrontRight,16:11:25.637,18,degreeCel,20.96884,R1
tempFrontLeft,16:11:25.642,18,degreeCel,20.07871,R1
tempBackLeft,16:11:25.653,19,degreeCel,20.0375,R1
tempFrontLeft,16:11:25.659,19,degreeCel,20.34011,R1
tempBackLeft,16:11:25.669,19,degreeCel,20.02963,R1
tempBackLeft,16:11:25.671,19,degreeCel,20.02806,R1
tempBackLeft,16:11:25.688,19,degreeCel,20.49664,R1
tempBackRight,16:11:25.689,19,degreeCel,20.75437,R1
tempFrontRight,16:11:25.691,19,degreeCel,20.33462,R1
tempFrontLeft,16:11:25.705,19,degreeCel,20.03369,R1
tempFrontRight,16:11:25.707,19,degreeCel,20.912,R1
tempFrontRight,16:11:25.715,19,degreeCel,20.44281,R1
tempFrontRight,16:11:25.749,19,degreeCel,20.34116,R1
tempBackRight,16:11:25.757,19,degreeCel,20.79322,R1
tempBackRight,16:11:25.761,19,degreeCel,20.86937,R1
tempBackLeft,16:11:25.766,19,degreeCel,20.0484,R1
tempFrontRight,16:11:25.777,19,degreeCel,20.94641,R1
tempBackRight,16:11:25.779,19,degreeCel,20.02862,R1
tempBackLeft,16:11:25.780,19,degreeCel,20.39585,R1
tempFrontRight,16:11:25.784,19,degreeCel,20.88192,R1
tempFrontRight,16:11:25.808,19,degreeCel,20.51884,R1
tempFrontLeft,16:11:25.809,19,degreeCel,20.47628,R1
tempFrontLeft,16:11:25.827,19,degreeCel,20.38325,R1
tempFrontLeft,16:11:25.829,19,degreeCel,20.94273,R1
tempFrontLeft,16:11:25.843,19,degreeCel,20.86002,R1
tempFrontLeft,16:11:25.846,19,degreeCel,20.58227,R1
tempFrontLeft,16:11:25.889,19,degreeCel,20.38254,R1
tempFrontRight,16:11:25.890,19,degreeCel,20.87549,R1
tempFrontRight,16:11:25.901,19,degreeCel,20.9135,R1
tempFrontRight,16:11:25.913,19,degreeCel,20.15933,R1
tempFrontRight,16:11:25.915,19,degreeCel,20.87412,R1
tempFrontLeft,16:11:25.923,19,degreeCel,20.43736,R1
tempBackRight,16:11:25.926,19,degreeCel,20.00543,R1
tempFrontLeft,16:11:25.932,19,degreeCel,20.926,R1
tempBackRight,16:11:25.938,19,degreeCel,20.65823,R1
tempFrontRight,16:11:25.964,19,degreeCel,20.7324,R1
tempBackRight,16:11:25.983,19,degreeCel,20.37769,R1
tempFrontLeft,16:11:25.987,19,degreeCel,20.48301,R1
tempFrontRight,16:11:25.995,19,degreeCel,20.38829,R1
tempBackRight,16:11:25.998,19,degreeCel,20.01384,R1
tempBackRight,16:11:26.005,19,degreeCel,20.70386,R1
tempBackRight,16:11:26.015,19,degreeCel,20.86313,R1
tempFrontRight,16:11:26.015,19,degreeCel,20.17132,R1
tempBackLeft,16:11:26.049,19,degreeCel,20.09122,R1
tempBackRight,16:11:26.074,19,degreeCel,20.99611,R1
tempFrontRight,16:11:26.079,19,degreeCel,20.11069,R1
tempBackLeft,16:11:26.089,19,degreeCel,20.03836,R1
tempFrontRight,16:11:26.108,19,degreeCel,20.86171,R1
tempBackLeft,16:11:26.116,19,degreeCel,20.15782,R1
tempFrontLeft,16:11:26.122,19,degreeCel,20.35192,R1
tempFrontLeft,16:11:26.125,19,degreeCel,20.01631,R1
tempFrontLeft,16:11:26.132,19,degreeCel,20.04162,R1
tempFrontRight,16:11:26.142,19,degreeCel,20.38582,R1
tempFrontLeft,16:11:26.149,19,degreeCel,20.52493,R1
tempFrontRight,16:11:26.153,19,degreeCel,20.8466,R1
tempFrontRight,16:11:26.174,19,degreeCel,20.66258,R1
tempFrontRight,16:11:26.179,19,degreeCel,20.5744,R1
tempBackRight,16:11:26.193,19,degreeCel,20.96387,R1
tempBackRight,16:11:26.194,19,degreeCel,20.85595,R1
tempFrontRight,16:11:26.198,19,degreeCel,20.77798,R1
tempBackLeft,16:11:26.214,19,degreeCel,20.03042,R1
tempBackRight,16:11:26.218,19,degreeCel,20.31823,R1
tempFrontLeft,16:11:26.219,19,degreeCel,20.10726,R1
tempBackRight,16:11:26.222,19,degreeCel,20.65656,R1
tempFrontRight,16:11:26.227,19,degreeCel,20.9444,R1
tempFrontRight,16:11:26.244,19,degreeCel,20.44926,R1
tempFrontLeft,16:11:26.250,19,degreeCel,20.91969,R1
tempBackLeft,16:11:26.279,19,degreeCel,20.81675,R1
tempFrontLeft,16:11:26.305,19,degreeCel,20.00006,R1
tempBackRight,16:11:26.312,19,degreeCel,20.71173,R1
tempBackLeft,16:11:26.318,19,degreeCel,20.3081,R1
tempBackLeft,16:11:26.321,19,degreeCel,20.01617,R1
tempBackRight,16:11:26.324,19,degreeCel,20.44789,R1
tempBackRight,16:11:26.334,19,degreeCel,20.83926,R1
tempFrontLeft,16:11:26.341,19,degreeCel,20.35695,R1
tempBackLeft,16:11:26.347,19,degreeCel,20.14419,R1
tempBackLeft,16:11:26.362,19,degreeCel,20.98056,R1
tempFrontRight,16:11:26.402,19,degreeCel,20.18811,R1
tempBackLeft,16:11:26.406,19,degreeCel,20.99999,R1
tempBackRight,16:11:26.408,19,degreeCel,20.50469,R1
tempBackRight,16:11:26.409,19,degreeCel,20.1596,R1
tempBackLeft,16:11:26.434,19,degreeCel,20.92128,R1
tempBackLeft,16:11:26.439,19,degreeCel,20.78667,R1
tempBackLeft,16:11:26.439,19,degreeCel,20.3162,R1
tempBackLeft,16:11:26.458,19,degreeCel,20.00178,R1
tempFrontLeft,16:11:26.459,19,degreeCel,20.6515,R1
tempFrontRight,16:11:26.473,19,degreeCel,20.66875,R1
tempBackLeft,16:11:26.504,19,degreeCel,20.97993,R1
tempBackRight,16:11:26.510,19,degreeCel,20.49952,R1
tempFrontLeft,16:11:26.522,19,degreeCel,20.98754,R1
tempFrontLeft,16:11:26.523,19,degreeCel,20.6809,R1
tempFrontLeft,16:11:26.547,19,degreeCel,20.65532,R1
tempBackLeft,16:11:26.577,19,degreeCel,20.02555,R1
tempBackRight,16:11:26.582,19,degreeCel,20.38174,R1
tempBackLeft,16:11:26.596,19,degreeCel,20.97701,R1
tempFrontLeft,16:11:26.597,19,degreeCel,20.64374,R1
tempBackLeft,16:11:26.620,19,degreeCel,20.02649,R1
tempFrontRight,16:11:26.640,19,degreeCel,20.45339,R1
tempFrontRight,16:11:26.643,19,degreeCel,20.98491,R1
tempFrontLeft,16:11:26.654,19,degreeCel,20.01866,R1
tempBackLeft,16:11:26.659,19,degreeCel,20.71121,R1
tempBackRight,16:11:26.674,19,degreeCel,20.08063,R1
tempBackLeft,16:11:26.684,19,degreeCel,20.45969,R1
tempFrontLeft,16:11:26.687,19,degreeCel,20.26868,R1
tempBackRight,16:11:26.695,19,degreeCel,20.37866,R1
tempBackLeft,16:11:26.711,19,degreeCel,20.99597,R1
tempBackRight,16:11:26.727,19,degreeCel,20.05855,R1
tempFrontRight,16:11:26.747,19,degreeCel,20.11867,R1
tempBackLeft,16:11:26.756,19,degreeCel,20.78452,R1
tempBackLeft,16:11:26.765,19,degreeCel,20.93657,R1
tempBackRight,16:11:26.771,19,degreeCel,20.71533,R1
tempFrontLeft,16:11:26.773,19,degreeCel,20.05222,R1
tempFrontRight,16:11:26.782,19,degreeCel,20.82814,R1
tempBackLeft,16:11:26.787,19,degreeCel,20.84664,R1
tempBackLeft,16:11:26.788,19,degreeCel,20.38825,R1
tempFrontLeft,16:11:26.818,19,degreeCel,20.73437,R1
tempBackRight,16:11:26.843,19,degreeCel,20.22253,R1
tempBackRight,16:11:26.866,19,degreeCel,20.0086,R1
tempBackRight,16:11:26.895,19,degreeCel,20.0552,R1
tempBackRight,16:11:26.905,19,degreeCel,20.70803,R1
tempBackLeft,16:11:26.906,19,degreeCel,20.27545,R1
tempBackLeft,16:11:26.913,19,degreeCel,20.97854,R1
tempBackRight,16:11:26.933,19,degreeCel,20.53446,R1
tempFrontLeft,16:11:26.933,19,degreeCel,20.03374,R1
tempBackLeft,16:11:26.957,19,degreeCel,20.98287,R1
tempFrontLeft,16:11:26.971,19,degreeCel,20.5461,R1
tempBackLeft,16:11:26.979,19,degreeCel,20.5567,R1
tempBackLeft,16:11:26.982,19,degreeCel,20.45173,R1
tempFrontLeft,16:11:26.984,19,degreeCel,20.93794,R1
tempFrontLeft,16:11:26.984,19,degreeCel,20.09611,R1
tempBackLeft,16:11:26.988,19,degreeCel,20.19141,R1
tempBackRight,16:11:27.032,19,degreeCel,20.66705,R1
tempBackRight,16:11:27.043,19,degreeCel,20.99603,R1
tempBackLeft,16:11:27.053,19,degreeCel,20.48307,R1
tempBackLeft,16:11:27.068,19,degreeCel,20.99801,R1
tempFrontLeft,16:11:27.072,19,degreeCel,20.23098,R1
tempFrontRight,16:11:27.086,19,degreeCel,20.13882,R1
tempBackLeft,16:11:27.100,19,degreeCel,20.02015,R1
tempFrontLeft,16:11:27.113,19,degreeCel,20.8773,R1
tempBackRight,16:11:27.113,19,degreeCel,20.14537,R1
tempBackRight,16:11:27.137,19,degreeCel,20.07171,R1
tempFrontLeft,16:11:27.141,19,degreeCel,20.69263,R1
tempFrontRight,16:11:27.148,19,degreeCel,20.38868,R1
tempFrontRight,16:11:27.154,19,degreeCel,20.18521,R1
tempBackLeft,16:11:27.243,19,degreeCel,20.90379,R1
tempBackRight,16:11:27.253,19,degreeCel,20.86613,R1
tempFrontRight,16:11:27.281,19,degreeCel,20.47284,R1
tempFrontRight,16:11:27.295,19,degreeCel,20.53244,R1
tempFrontLeft,16:11:27.317,19,degreeCel,20.9819,R1
tempBackLeft,16:11:27.343,19,degreeCel,20.79123,R1
tempBackLeft,16:11:27.363,19,degreeCel,20.78555,R1
tempFrontLeft,16:11:27.392,19,degreeCel,20.99908,R1
tempFrontRight,16:11:27.399,19,degreeCel,20.05758,R1
tempBackRight,16:11:27.400,19,degreeCel,20.99935,R1
tempFrontLeft,16:11:27.410,19,degreeCel,20.5439,R1
tempFrontLeft,16:11:27.416,19,degreeCel,20.80049,R1
tempBackLeft,16:11:27.447,19,degreeCel,20.24805,R1
tempFrontRight,16:11:27.455,19,degreeCel,20.96296,R1
tempFrontRight,16:11:27.456,19,degreeCel,20.42871,R1
tempBackLeft,16:11:27.485,19,degreeCel,20.59575,R1
tempBackRight,16:11:27.509,19,degreeCel,20.38249,R1
tempFrontRight,16:11:27.525,19,degreeCel,20.97538,R1
tempBackLeft,16:11:27.531,19,degreeCel,20.18671,R1
tempFrontLeft,16:11:27.532,19,degreeCel,20.20841,R1
tempFrontLeft,16:11:27.538,19,degreeCel,20.01128,R1
tempBackRight,16:11:27.549,19,degreeCel,20.83682,R1
tempBackLeft,16:11:27.552,19,degreeCel,20.7494,R1
tempFrontLeft,16:11:27.552,19,degreeCel,20.46487,R1
tempFrontRight,16:11:27.559,19,degreeCel,20.91614,R1
tempFrontLeft,16:11:27.566,19,degreeCel,20.51459,R1
tempBackLeft,16:11:27.569,19,degreeCel,20.46275,R1
tempFrontLeft,16:11:27.579,19,degreeCel,20.36435,R1
tempFrontRight,16:11:27.615,19,degreeCel,20.96734,R1
tempBackRight,16:11:27.642,19,degreeCel,20.07406,R1
tempBackLeft,16:11:27.644,19,degreeCel,20.4748,R1
tempBackRight,16:11:27.657,19,degreeCel,20.34548,R1
tempBackLeft,16:11:27.661,19,degreeCel,20.84579,R1
tempFrontRight,16:11:27.664,19,degreeCel,20.96851,R1
tempFrontRight,16:11:27.670,19,degreeCel,20.20843,R1
tempBackLeft,16:11:27.673,19,degreeCel,20.01666,R1
tempBackLeft,16:11:27.674,19,degreeCel,20.00742,R1
tempBackRight,16:11:27.676,19,degreeCel,20.48598,R1
tempBackRight,16:11:27.694,19,degreeCel,20.59035,R1
tempFrontLeft,16:11:27.726,19,degreeCel,20.00663,R1
tempBackLeft,16:11:27.736,19,degreeCel,20.119,R1
tempFrontRight,16:11:27.737,19,degreeCel,20.99999,R1
tempFrontLeft,16:11:27.743,19,degreeCel,20.66596,R1
tempFrontRight,16:11:27.744,19,degreeCel,20.24595,R1
tempBackRight,16:11:27.760,19,degreeCel,20.85078,R1
tempFrontLeft,16:11:27.762,19,degreeCel,20.13187,R1
tempBackLeft,16:11:27.789,19,degreeCel,20.94407,R1
tempFrontLeft,16:11:27.875,19,degreeCel,20.98773,R1
tempFrontLeft,16:11:27.886,19,degreeCel,20.13848,R1
tempFrontRight,16:11:27.893,19,degreeCel,20.33674,R1
tempFrontRight,16:11:27.894,19,degreeCel,20.77304,R1
tempFrontLeft,16:11:27.894,19,degreeCel,20.8087,R1
